,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,sentimental
6970,1c23d22bf43a107f9a0b6145e2ae37a0,bf0dde6fa777fd2de6aad874b828a9a9,5,Excelente parceiro,entrega antes prazo bom,2018-06-22 00:00:00,2018-06-23 03:13:20,Neutral
6979,33c4ef830add6e21cef32ea6001d0570,61fa6d238ae5d2e7063f2df458609c91,5,bom,produto condi plenamente anuncidao,2018-07-12 00:00:00,2018-07-16 10:28:42,Neutral
6983,1b60dc40fd3c780b76808360970a814d,323dc5a41f87be5d3e726a2cd303e6ea,5,recomendado,neutro,2018-08-16 00:00:00,2018-08-17 11:00:10,Neutral
7010,d42ed4b2d03074569c3059190921a858,986dae5bc78169ebbf74f5d5f79924ff,4,Bom,favor preciso resolva problema pq gosto dessa loja pedido veio errado,2018-06-12 00:00:00,2018-06-12 22:28:14,Neutral
7022,7bc4490cb81a2cfd766bdc97b8aad8ef,f52085b82745f88592fcf7a4a4733949,5,Nota 10,recomendo todos boa,2018-07-31 00:00:00,2018-07-31 21:43:41,Positive
7028,0e25b6e15afe6de6cf1667720077d189,ca252aefd6f7ef3c5879eaab99e277eb,5,otimo,excelente prazo entrega,2018-05-16 00:00:00,2018-05-20 16:37:03,Positive
7033,b45c403b02b51a15dd596284558c644a,29a4fbb32fb0af037ac01c6154484f06,5,10,gosto boa loja americana,2018-03-09 00:00:00,2018-05-08 18:35:42,Positive
7036,accbc4ba53c6e7bc3bdbe4e5e7482649,0e3338b5499d77ae55c16c4e1c9f30e9,4,Muito bom,ótimo custo benefício,2018-06-13 00:00:00,2018-06-14 11:24:44,Positive
7038,d034cada9526d1e83121cc3336a42a50,2b7e04dafad49a3e4eb2ee14ad07485a,5,10,gostei recomendo todos compre nest loja,2018-06-15 00:00:00,2018-06-17 01:19:00,Positive
7078,c79568f6ba3ebe150500e1bb2dfb09f0,a027e89cd6295407d6e1f2d2a8f73523,1,Faltando uma peça,comprei numero recebi apenas numero nota fiscal consta numero peças quantidade volume numero sendo dentro volume cobertor sinal qualidade péssima,2018-06-16 00:00:00,2018-06-18 11:20:00,Negative
7080,dd9b69083638e61cfbacf033e05c4f4e,66eebf0e266f975af04450e28dcadbf1,2,Produto errado,produto errado descrição dizia bluetooth atendia ligações numero celulares produto chegou não_ faz não_ vou trocar não_ incomodar azar,2018-08-25 00:00:00,2018-08-26 00:22:24,Negative
7092,a494245932f5649aa52cc096a3fd36c7,70e54926c72b6a695f5b3421573b2c29,1,NADA DO QUE COMPREI,entregue produto outra marca prazo não_ cumprido frete caro enfim compra desastre,2018-05-15 00:00:00,2018-05-21 12:03:57,Negative
7096,4bd34a108069f4b42861489333b6b777,0a629239073738043764cd721c8ab2da,4,Ok,não_ problemas comprar nesse site,2018-06-22 00:00:00,2018-06-22 22:25:09,Neutral
7104,2eab2c8f458335e0cfec2a6182988b3e,2aaab7e991347226dbda1f61c6785f88,1,Ruim,nao_ vende so numero mes avisa nao_ ter oproduto,2018-08-12 00:00:00,2018-08-12 15:41:57,Neutral
7106,470504ec6fdad6e55596e4ec980ad92b,f5dd51c457b73189d026d11c82ce77ba,5,10,neutro,2018-06-26 00:00:00,2018-06-26 22:26:47,Neutral
7124,52f490edf74cde896d94c71278ed930c,24c7fef753636c54b5290c9047a82432,5,Ótimo,recomendo entrega antes previsto,2018-04-26 00:00:00,2018-04-28 23:00:32,Neutral
7137,66521d424eab693a3555fa21124cdc2e,355b4e6204fe47b46901e1c030255e77,5,recomendo,nota mil entrega certa antes prazo parabéns lojas lannister,2018-08-01 00:00:00,2018-08-10 11:58:02,Positive
7138,d58e5eaa0249a85a2717dbde350ecab0,3c32b5ee0d19331febeea91a6fbf37c8,4,recomendo.,neutro,2018-08-15 00:00:00,2018-08-29 12:39:35,Neutral
7149,28182a0b45f3e327c285d4864b7694a2,d55668bb11f39447c1b40421a936e403,3,cortador de garrafas vidr,fazer novo pedido aguardando ressarcimento valor produto não_ recebido,2018-05-24 00:00:00,2018-05-28 13:57:31,Neutral
7176,f81782f1e4c7f6bac3576397ea438e43,484dca40df3d3e143c32574fc87387ca,5,Máximo ,entrega dentro prazo,2018-07-04 00:00:00,2018-07-05 05:00:05,Neutral
7179,c0ebc22b4bbbe643fbc5a8498d41c5c5,c8e84603674d71b14595773f1374773d,1,Media,neutro,2018-08-25 00:00:00,2018-08-25 19:04:18,Neutral
7185,be841bacf330bacd64f91f883f917379,ce0fc5f1ff91f6aaf5eae637a2827b2e,5,Muito bom,ótima compra,2018-06-12 00:00:00,2018-06-12 15:53:55,Positive
7192,294286a69e9506b1e1896b53dac18b4c,8ca4b77b042042e7388a0df85b37ebeb,5,Top.,produto excelente qualidade,2018-05-16 00:00:00,2018-05-20 19:35:03,Positive
7194,3d19852c23fff17c55a4e8f29aa71b9e,0a131976e98291762104959158e2bdc6,1,Pessimo,produto veio falsificado,2018-08-06 00:00:00,2018-08-07 15:40:29,Negative
7201,4054a4d30d4ab812366b300cc0fa2559,8a56969338e5970acc6a4e8d0e0c92a3,5,Excelente,ótimo joystick principalmente retropie raspberry pi,2018-08-08 00:00:00,2018-08-09 10:36:11,Positive
7215,1c90f28058ef78800e6e34a00ef10b67,0b49ef15b00408f4b3cc8c7ac0c5ae19,4,recomendo,tudo perfeito entrega prazo produto,2018-08-11 00:00:00,2018-08-14 14:19:41,Positive
7225,9a19c8757f21195f4dd8fecd49317981,a2537ce2ae2da31262ec49c1b83cfc78,5,Chegou! ,neutro,2018-07-28 00:00:00,2018-07-29 15:53:15,Neutral
7226,f738552ad52974645bc7d46536b7c42d,1a36898abaa63533a009c410d9947357,1,NAO GOSTEI,percebi erro após fechar compra impossivel cancelar antes emitir nf não_ respondem email contato telefonico nao_ funciona péssima experiencia,2018-05-04 00:00:00,2018-05-07 19:24:14,Negative
7239,1e644a660c6ebedd1432517632e1c005,8881dc280b8de23e6913aaee6bf61bb5,5,ótimo ,produto excelente fabricação,2018-06-16 00:00:00,2018-06-18 11:37:37,Positive
7240,f5f71926bdb164d373fb7b94f431612d,8ea30b70e3e6d110ab6eaec18f0a7269,5,excelente,excelente,2018-06-19 00:00:00,2018-06-20 11:28:40,Positive
7252,b3da4b344517efc1723d8a1ee17e58bd,94a4c515439bdf79c3380fd5372f516c,5,Excelente,produto prazo entrega dia data entregue dia data,2018-07-27 00:00:00,2018-07-27 19:52:30,Neutral
7271,f845895146438770ca982c9df06411d8,67ad8e83f26ed7bac15a552eecc412cb,5,Bom,bom produto entregue antes prazo parabéns,2018-07-14 00:00:00,2018-07-16 23:27:41,Positive
7282,a773df5369a81d1169ee8c056aa4f783,cc6b4b00ee3769433a23d8d24ccdec3d,1,zero,bom dia quarta vez solicito devolução produto momento não_ retorno pois medidas bolsa não_ mesmas declaradas ato compra gt keyla,2018-05-15 00:00:00,2018-05-18 12:20:41,Neutral
7293,ff349f396921a20c66e7a393c6342a3d,199e57082aefc964e7135792059718a9,1,Entregas e muito demorada,neutro,2018-04-28 00:00:00,2018-04-28 06:32:32,Neutral
7304,f904e1f4afb226f467c82f632c34d059,cf2b1b5aa5205a5c2e895d05702ba9fd,4,Entrega no prazo,controle funciona bem tv todas funções parabéns trabalho,2018-08-16 00:00:00,2018-08-19 02:39:57,Positive
7308,760f5785293bb5ebbf85340723775f2d,f6c07510a39cbc557247e18f069d38a3,4,Pelicula quebrada,pelicula protecao tela veio quebrada meio,2018-08-30 00:00:00,2018-08-31 12:01:19,Neutral
7311,560941a80962eb7165456ce0e28370d1,dbc90d1425b57593618eae51de0bd3eb,5,Excelente compra,recomendo entrega rápida,2018-05-08 00:00:00,2018-05-12 20:25:41,Positive
7317,5d3cbc69fbacbfbbe7a2f65d1c32f1e4,79da3f5fe31ad1e454f06f95dc032ad5,5,recomendo,satisfeita produtos atendimento,2018-06-14 00:00:00,2018-07-11 15:40:28,Positive
7327,5f06aebe56949f2a4f723936bed2bb21,6aa761d20ab1c766a9fd060abd448f77,5,Boa,entrega rápida,2018-08-25 00:00:00,2018-08-27 19:44:56,Neutral
7372,ae57a17f80972f36e5407de038932347,f1a0df7b904668cd90438d0b076d522f,5,Ótimo,bonita super recomendo,2018-07-15 00:00:00,2018-07-15 21:53:48,Positive
7377,4f2bc57335b3110cf1dfc15ae440e8cc,b3d481d6ef4fe95f82baa8d0689de1bb,5,Entrega no prazo,produto entregue prazo crise semana passada greve caminhoneiros,2018-06-09 00:00:00,2018-06-10 02:52:24,Neutral
7396,5040f64d30c4bbfcf835e55e049bf82f,621e3ac1e934f773b4db54dbaa49edab,4,Boa!,capinha boa película horrível,2018-04-21 00:00:00,2018-04-27 12:04:29,Negative
7400,b921902036a309589df1170f8d698180,03a0b96d81d76a3214b7b49ec31e6eb7,4,excelente!!!,bom vamos ver finalmente deste produto,2018-06-21 00:00:00,2018-06-21 19:45:54,Neutral
7401,84f78072bcd80e27587ab488f5f47981,87ce6f9094188f36623b250901635869,4,EU RECOMENDO MUITO,excelente preço,2018-08-30 00:00:00,2018-08-30 19:49:47,Positive
7402,533b317ac7d493ac4e6b79c5d386955d,7511b74731e2d79ebe5d9ad5d6c55a15,5,eu recomendo otimo,chegou antes prazo produto correto mto bom recomendo loja,2018-05-15 00:00:00,2018-05-20 16:11:09,Positive
7404,bf891d9994a059d6f61946d34ab7aaf9,2385d136c16c57565bf3b41bc45e6551,5,Ótimo muito ,neutro,2018-06-30 00:00:00,2018-07-13 10:30:47,Neutral
7421,fd9aaec05154bd09abfe738044f3994d,9fc6440104c0af2d54ef7ff9e71703eb,4,Recomendo ,recomendo ressalvas não_ gostei acabamento cortinha bonita apesar fina,2018-04-26 00:00:00,2018-04-30 13:44:24,Neutral
7425,eebca81949eb2188c9213fa07d261a14,66396f37a00b742094e5bb7fa7398ea7,1,Baixa qualidade,produto apresenta clara baixa qualidade produto,2018-06-22 00:00:00,2018-06-24 23:01:58,Negative
7443,d82941a0a6640ce94c24fe38009c0e51,1b00c25be45a0f9ab100986981fb084d,5,Entregou rapidinho.,foto parece emborrachada neoprene nada diminua qualidade produto protege bem contra vento confortável material qualidade recomendo,2018-06-30 00:00:00,2018-07-02 01:27:15,Neutral
7447,857fe9592b08b17d0066f2ef2e28a4f5,a0e747c954a595b0e3458c87ab1a4958,5,Ok,neutro,2018-05-29 00:00:00,2018-05-29 20:51:45,Neutral
7460,443427878a8d48db7f40d4589c27056c,6dcabd3eb3b032196389c9b76464dd8b,5,Muito bom,produto entregue dentro prazo perfeitas condições,2018-05-26 00:00:00,2018-05-27 12:06:30,Positive
7461,87e47107fd6738ae1b706b1b6526836e,bac64cbfd217477d0b1d11fd3552ffbf,5,Super recomendo,produto chegou antes prazo,2018-06-09 00:00:00,2018-06-13 11:32:52,Neutral
7464,ed4c14017421b52d95b6f0512aba8d50,3891ed2dfed1d43066ed7d9f188ad89e,5,Otimo,tudo ok,2018-07-31 00:00:00,2018-08-01 12:57:41,Neutral
7488,a2966b85195c01a975926e431d4736b2,581e402f36b377643fce426a28dc17e4,5,Excelente,amei produto entrega super rápida,2018-06-24 00:00:00,2018-06-28 13:11:32,Positive
7502,b205a55ba51a0d6ff3dd08d51954f4cf,b14127bfb817fb9d5883aacd257bb447,3,Telefone celular,nenhum chip cabe adaptador buscando solução prática caso não_ consiga trocar produto recebi dia numero numero,2018-08-17 00:00:00,2018-08-20 13:36:30,Neutral
7511,f486ddf9a94e002a3f74bef738a752a8,ca2bf936bb1f3bc31d83dd119beb1efc,1,Cor incorreta,recebi produto cor incorreta q pedi hora compra comprei cinza recebi azul marinho,2018-07-27 00:00:00,2018-07-27 20:28:06,Neutral
7513,0e2e916ab3c258e2908c9fc37743f497,f6f3648ab3e140b29823bbdb84a34455,2,"Infelizmente,trava muito!",quesito entrega parabéns chegou antes previsto pena tablet trava sistema usa espaço interno não_ lá coisas,2018-08-14 00:00:00,2018-08-14 14:13:11,Neutral
7520,0e2a9cd112e26220acd43a4e86637ac2,668b09e578d6cdac0eb996a3457d49a5,5,Excelente!!,produto entregue prazo bem embalado,2018-07-12 00:00:00,2018-07-13 11:27:33,Neutral
7524,a34e202e3fc6ba283132d42ece7497ed,823e4c9d908f5ec1cad58e1e3e7d716d,4,Bom,neutro,2018-08-31 00:00:00,2018-09-01 02:07:23,Neutral
7556,8a547c759613fde3a39c88f94a0d443f,5f149cfaf9ec98e580e5cf5e000b5aaa,1,pessimo,desejo ressarcimento valor pago não_ quero produto enviaram produto totalmente diferente solicitado além cor cinza não_ preto modelo veio carro diferente,2018-05-01 00:00:00,2018-05-02 18:17:48,Neutral
7561,7b5e51ee142f55b048b44e6fc8ef20b5,5627a31940ca40213ead4a6a71e7b386,1,Não veio nada ainda ,compreendo greve chega,2018-05-31 00:00:00,2018-05-31 04:21:55,Neutral
7598,7a8060864dd4497725b1255500ddad3a,5cf4f1db71ef2896c0c286637f7dffd1,1,DESCRIÇAO DO PRODUTO INCO,hota ocmpra escrito numero caixas numero numero veio numero ainda cobra frete dobro produto quero devolver,2018-07-31 00:00:00,2018-08-03 13:57:08,Neutral
7606,8a62cfa65a9b262cda137a3ae696f901,2b73cfa36a63e2ba82be54965d188a7e,5,Recebi ,chegou tempo,2018-08-28 00:00:00,2018-09-03 01:18:17,Neutral
7622,332e6cef1781b2b4cd70ba4471518b1b,ca64208b67f4cb6e1503818a3317485f,5,Muito bom ,rápido fácil ágil,2018-07-15 00:00:00,2018-07-21 01:39:40,Neutral
7623,021598cc88644cee358e5b4496968d94,c24779f7bd7454db6631b1320d0bac1f,5,Satisfatório ,neutro,2018-08-10 00:00:00,2018-08-11 12:15:23,Neutral
7639,aed2587c0e7d2f35e9379595720ce1b2,7fccb4a84a452c9ecd61ba5c182161a6,3,bom,produto razoável,2018-05-15 00:00:00,2018-05-20 14:11:40,Positive
7659,0ab203fa324409ddf46525ed11a406ba,1e6582156af0035606a446213730ca65,5,LANERNA DIFERENTE,lanterna bem diferente uso geral,2018-06-06 00:00:00,2018-06-06 19:22:07,Neutral
7665,6f4871210a582c8367291db1366745f7,39aef66a5df5a9506807af923c52b62b,5,recomendo,produto entregue prazo super recomendo,2018-05-16 00:00:00,2018-05-17 11:52:22,Positive
7667,7a11bf826668febba0800ec35884958c,52018484704db3661b98ce838612b507,1,Muito frágil !!!,achei produto pequeno onde fica tela botões microondas sai facilidade não_ bom encaixe,2018-08-31 00:00:00,2018-09-21 13:54:38,Negative
7669,25c76db9ddd7d570943025531d33b81f,cd94df7a0a839741782e115e9cb997fe,5,Muito boa,produto bom entrega realizada antes prazo,2018-08-18 00:00:00,2018-08-21 02:45:13,Positive
7688,1d2accebf50f92584820047b910fee75,51d99333bb2215b763043750f030dce5,5,super recomendo,neutro,2018-05-15 00:00:00,2018-05-16 11:55:28,Neutral
7689,739fffcd31d637fc1ed3e7b1c01dbad4,a400b16a97414ec974f5a6910c28dbe5,5,LINDO TAPETE,tapete bonito chegou antes prazo recomendo,2018-08-21 00:00:00,2018-08-26 23:30:42,Positive
7706,fa5bdda1ce58e350da09d1015dce984f,8420b0f7022cf4d4ec5eec76ce180669,1,Cortina sala,apenas reclamação paguei frete receber residência produto entregue correios agora vai ressarcir valor gastei ir correio,2018-07-25 00:00:00,2018-07-25 14:53:27,Neutral
7721,40a6faac0eb70b189ea98a7c71326996,36e58b4c22ccc72a859dd70a840db411,5,Perfeito,chegou rápido linda foto amei numero luminárias,2018-08-25 00:00:00,2018-08-26 21:50:51,Positive
7728,e6571cc9b14378cc7a8cb904587e33cf,323d47b2350119b2f1da2f6fe63e1e73,1,?!? ,chegou central multimidia sendo comprei numero,2018-07-04 00:00:00,2018-07-05 08:59:59,Neutral
7760,88f1e6485cf67624d3d5937b872cac5d,5ab34a3449b54e0fff6d7ba20781a655,5,Positivo,bom,2018-08-14 00:00:00,2018-08-14 23:43:18,Positive
7767,c864d7ec3ced3f441f9b6d45d78e1f8f,fbf7da560930fa17715f1fa8e0b4ac81,5,Satisfeita,satisfeita produto otima qualidade,2018-08-01 00:00:00,2018-08-02 19:01:17,Positive
7771,14ed0b712913e0b6158a1c3fd35ff97d,7e27277184720891692df939d3a7b048,3,Bom,bom atendimento,2018-08-09 00:00:00,2018-08-12 11:16:27,Positive
7789,5fc1c25fc816cd1f65296cb4dfa8f575,8efcf7a83f834c59c8d6d7d570d41485,5,Entrega Rapida,recebi produto tempo recorde forma solicitada,2018-05-23 00:00:00,2018-05-23 15:20:52,Neutral
7792,33990ce545b3096486e0ec163c9b3b63,bd02833fc86efad05af6d9d8cc4a8b3e,4,Boa,boa,2018-07-28 00:00:00,2018-07-30 18:34:08,Positive
7794,9be34edbd1b2918f84d5724e2eaf9f36,09854629eee79bc8d606247198ae822b,1,não recebi o pedido todo,ja enviei mensagem ate hoje não_ responderam so recebi parte pedido,2018-05-09 00:00:00,2018-05-11 23:37:44,Neutral
7811,15b8f22d0a9f5a81de08ec2b61346af1,64eb693e04aa8e46522872834d4dbe03,4,Ótimo,descrição produto consta q vem numero baterias veio aconteceu,2018-06-28 00:00:00,2018-06-30 20:36:43,Neutral
7813,59d5aae819579d06ab875dfdb2255a59,8be031b84394ed99ee85be1985019058,5,Entrega super rápida,entrega super rápida produto aparentemente bom funcionando conforme descrição,2018-05-08 00:00:00,2018-05-10 23:05:11,Positive
7829,9d37cc72354130e4e2b36f06c10ab429,c6b834f817f95bd7f31d78814dbb14ac,5,Conforme Descrição e praz,produto entregue dentro prazo acordo descrição site,2018-05-17 00:00:00,2018-05-21 08:54:39,Neutral
7833,737199bf9d6c4791a1d6a2166eed7501,163099b696818c7c5dd7ffb4e01209d6,5,"Fácil, prático, justo",produto chegou antes prazo estimado embalado completo totalmente seguro fácil montar recomendo,2018-06-10 00:00:00,2018-06-10 17:22:07,Neutral
7845,9aa20d5f7f7abeece2bf8ca9aff54c10,72bab69c50432c6f94d8b50a5f84b69a,5,Recomendo,produto chegou antes data prevista,2018-08-18 00:00:00,2018-09-01 03:09:31,Neutral
7850,6203e81c2d33114a96449b2fe6e666da,2408c82f4d0bc3152844a50802d332e3,4,casa de cachorro e gato,bom produto,2018-07-06 00:00:00,2018-07-07 23:29:01,Positive
7859,c493fb21648a68c7f64889b3acd126aa,f4862945a4aa6be4ddc6473ea51970b4,5,5 estrelas,neutro,2018-07-03 00:00:00,2018-07-06 10:19:36,Neutral
7868,e90351a2e646910880be93f44eaf7cdc,0c6a2732270e3f0f66bd73dbde93b59e,3,Funcional ,entrega dentro prazo película fica descolando laterais,2018-08-05 00:00:00,2018-08-06 15:04:04,Neutral
7871,39262799606cd86e7715a463703ff241,2a6d616eaf63de4f52782d2df79f405b,5,Excelente,qualidade ótima produto conforme foto lindo amei,2018-06-13 00:00:00,2018-06-13 21:35:34,Positive
7887,a69ee11ba71eb371bf7f92bb588e3cdf,73cfaa863221d5987b3f6aa644affca3,5,Adorei,lindo entrega rápida,2018-08-31 00:00:00,2018-09-02 16:48:03,Positive
7889,9c4af94147d21299b6ceaa9306db4bbf,152c82feee7072e62c6496ad13cc188d,5,Ótimo ,qualidade garantida,2018-08-03 00:00:00,2018-08-20 03:30:07,Positive
7893,55b4b05e49d964442344e92e71cfe9e8,adfb15b690df8a5aa4c327edfc6ea9f3,5,super recomendo,ótimo atendimento todos níveis rastreamento passo passo compra desde confirmação logística entrega site lannister correio entrega antes prazo logística perfeita,2018-08-24 00:00:00,2018-08-27 11:36:35,Positive
7896,5abe04ed1284e0050b44284b08f3d3c9,e4dfdab4dc28a8727655a0f0a19224b2,2,Presente,presente pro mor saberei veio correto qndo pegar comigo entrega péssima correios não_ entregou ir buscar sempre compro site tdos entregar certo targaryen nao_,2018-06-09 00:00:00,2018-06-10 16:08:20,Neutral
7915,7289dd0916758afc139b5d3e0f3c41cd,c5d37fd7edf7a0833228d03ce7eb7531,4,Funcional,funcional poderia melhor veio faltando botão vedação pegador não_ comprometeu beleza produto,2018-08-22 00:00:00,2018-08-22 18:27:26,Neutral
7916,a49d63cb074606640ecb874d01d3a3bb,5abdfb6d65a94da27f6cfb009d417f6b,1,Horrivel sem qualidade,produto qualidade baixa fina tecido não_ nada ver felpudas opinião sendo vendida numero numero ainda caro mal feitas,2018-05-20 00:00:00,2018-05-31 14:49:17,Negative
7917,ac2fa9a59de554b841672a098874ff14,ebdb644689d34624ae893cfe690e6734,2,Decepcionada,não_ enviaram cor solicitado,2018-06-22 00:00:00,2018-06-22 22:59:59,Neutral
7919,1e188ed0fdcbfcf12f0f5f4a6e810be9,988ed9a83d6e55d6eaef87fac1a94439,5,Recomendo à todos ,lindo produto recomendo todos,2018-05-05 00:00:00,2018-05-07 21:38:13,Positive
7928,17b3fbaa97866672e10b7794c58b76c1,a97a2be3f668f7c6d75a218b2dba8720,5,5 estrelas,eficiente entrega feita numero dias antes data prevista,2018-08-18 00:00:00,2018-08-19 01:32:08,Neutral
7944,f1106bac8f232978fd399b21a7c51e3f,f70dff3502fa3fe88532b170cf4f126a,5,Recomendo,produto boa qualidade entregaram prazo,2018-08-21 00:00:00,2018-08-22 01:15:05,Positive
7948,e36f1670c54adb5ff6658e381c253901,e1320973675a5fc37fab54cb22c582ab,1,Bom,não_ veio embalagem certa,2018-08-09 00:00:00,2018-08-11 17:33:19,Neutral
7951,2ca08c633d4c824cf268e25c3ed435bc,5ba8503668408d9c4b89795726cb7f4e,1,Falso,cartão recebi falso começou cor cartão não_ mesma foto site celular pc não_ reconheceram cartão fim descobri sigla prodt capacidade meno,2018-06-02 00:00:00,2018-06-02 23:53:26,Neutral
7954,92737a1966ae2843019becd87dff45a7,c42acf5422921456e6ca7c15cf515c72,5,Muito bom,adorei tamanho produto boa qualidade,2018-05-09 00:00:00,2018-05-09 23:41:10,Positive
7960,6d961f998e223f5fce2218a1e238d0b1,39025116fcaa7e80f47dfc0cd2bb4207,5,Excelente,bom produto didatico filho adorou,2018-05-05 00:00:00,2018-05-06 12:15:30,Positive
7966,fd702a31f7ce34dc37ca90b95bc276a5,efcecbba5f4753891d53ad200a60e81f,1,Decepcionado!!!!,ficha técnica produto não_ condiz mercadoria entregue propaganda enganosa,2018-08-07 00:00:00,2018-08-08 17:39:14,Negative
7973,0a8dc4b486ca555a837fcdf5019c22d7,9acc2273b31b949190b1e828d326a926,5,Show,produto chegou conforme anúncio,2018-07-31 00:00:00,2018-08-01 02:12:54,Neutral
7985,888dd262da17f7ea84dc91f8dba7ab06,f587df50c2e86f1ab4e775486ed04d94,5,EXCELENTE. ,recomendo efusivamente,2018-05-16 00:00:00,2018-05-19 21:52:19,Positive
7989,ed225dd0fb78f5110e966d7b94d6b019,6154476750769677d2c6845cc9f4a13c,3,Ótimo ,neutro,2018-06-26 00:00:00,2018-06-27 00:12:18,Neutral
8003,e075aaec373688a3b57a68586893729c,8898a51e0e6b578277a7c20d5b31877b,5,Ótimo!,entrega antes prazo serviço excelente produto realmente esperava,2018-06-22 00:00:00,2018-06-26 00:04:46,Positive
8005,798cc565067f124693bfbfac1ca706a7,9e73206bec0372cd5c586577e7910236,5,recomendo,recomendo,2018-06-05 00:00:00,2018-06-08 11:33:59,Positive
8006,5d6b9445670dc6b6f3ac6534be426d8f,92f53cdbef0f16b315c62faa337c4672,5,Muito bom!!!,bom pois produto chegou antes prazo,2018-08-01 00:00:00,2018-08-01 16:56:27,Neutral
8014,e6cf8fc36a8f7c3844f5121401e4c25f,b0087bdf94b7aaab2e0fb914d1d99d9d,5,Recomendadissimoooo,entrega rápida produto bem embalado testado perfeitooo,2018-06-27 00:00:00,2018-06-29 12:56:53,Positive
8022,4c9ff2fd5f6c682d311ce14f9e2d92b3,bfaa65d09b9fd34aa36a23ad90fa7db3,3,Última compra,apesar produto não_ vir identico compra realizada pq print balança recomendo loja agora pé atras,2018-06-29 00:00:00,2018-07-05 15:01:22,Neutral
8029,e654aa644addccd2ec52a82f28cc1fa0,d5a2d5dbc8d728f724b8427dae1f97ba,5,Super recomendo,atendimento ótimo,2018-08-22 00:00:00,2018-08-23 13:40:12,Positive
8034,4fae5b57dae16239e118c9b294f4335d,6c353b764e0d5e28cb2852e8e8603def,3,Atraso de entrega,lojas lannister fiz varias compras problemas atrasada,2018-08-05 00:00:00,2018-08-05 11:18:25,Neutral
8054,f0d87a15b0be037c307d94ece34235a5,2c3d5c98d6c8420829506e18388bf118,4,Recomendo,neutro,2018-04-27 00:00:00,2018-04-30 18:32:23,Neutral
8055,13f94f9dc7fce0bd47c2067028cc5e73,c59691ad2976778e15003aefa6dafaed,2,quero devolução,numero ª vez quero devolver proturo tratar leitor bluray gravador dvd cd uj numero case numero numero montagem dvd branca case numero numero branca co conectar produto notebok nao_ funcina,2018-07-25 00:00:00,2018-07-31 19:30:36,Neutral
8068,9e1d3a569a865ad2ba763466874a7dca,d45f0fa94e18d02dd78bde9483dda1a3,5,10,neutro,2018-05-25 00:00:00,2018-05-25 16:06:33,Neutral
8071,ec5296057b600b646ddddf9258929145,0b8e4fe7f85610340424b314dc68c366,5,Gracielma,ótimo,2018-08-28 00:00:00,2018-08-29 10:14:34,Positive
8075,1e427aa9953a542ed820e871814b5525,ae103e0dfaa3fc6e8b8c9cf179c7a94d,3,Tecido fino,foto não_ parece produto tecido fino alguns erros costuras,2018-07-01 00:00:00,2018-07-01 18:12:25,Neutral
8077,0ce7d6b5abde2f5802a1793b37690ce6,b77da58943f12a6562df928e821440c9,5,Solicitei o cancelamento ,função voltagem não_ região solicitei cancelamento compra aguardando estorno valor pago cartão grato,2018-07-26 00:00:00,2018-07-28 12:02:43,Neutral
8090,d9f7925c359fce77256101b763b012b3,f79be098ac7bd8ee0c272aa8f6b61d50,3,BOM,mochila ótima porém pedi branca veio tom azulado,2018-07-14 00:00:00,2018-07-17 18:23:21,Neutral
8101,81b8b17dd1b483bf914e1a205da740e1,b8ca5c17e73529b3e763b42b5e1ad575,5,Super recomendo.,recebi produto extrema rapidez caneca bonita atendeu expectativas,2018-07-28 00:00:00,2018-07-30 09:00:12,Positive
8103,607e591f2fe9619e6073241840fb7d02,73a701180eb8c7933d23e211f735302b,5,Produto pirata,produto não_ veio correto pois pirata não_ descrito descrição produto entrando contato trocar original deveria enviado,2018-08-17 00:00:00,2018-08-17 22:11:07,Neutral
8112,9ddfa5f9bf1fdfce13da54297c0e3c77,947ee6ab639791b5711558a7e55cf98e,5,Excelente,comentários excelente atendimento,2018-07-29 00:00:00,2018-08-01 21:03:41,Positive
8123,5a5b3ea878090a9bd4ed4e12b4ed3452,2cee056eb245a8978a5d8a408436e82f,3,Produto bom,recebi produto errado,2018-08-16 00:00:00,2018-08-24 19:04:59,Negative
8128,b452f5a432b649d64dc6d756f97f4713,b313e45e823639cb00b2bbeca8ea7aa6,4,Boa,neutro,2018-08-26 00:00:00,2018-08-27 09:45:41,Neutral
8131,0a0c72ed700c4154c9d9a9f2773c5f2a,b469d27d92d32ac0ddb615a295f2e9c4,4,Para o bebê,bebê ainda não_ nasceu produto parece bom vem manual amarrar deixando bem fácil entendimento,2018-06-08 00:00:00,2018-06-11 11:07:53,Neutral
8142,867cde0a72bc79d8f2d76528520d5fbe,f18209d8f562e6e43f73013f3e9aa40c,3,Entrega ok produto errado,adquiri cortina pois gostei detalhes preço preço cortina chegou cor diferente imagem detalhes apesar bonita não_ instalei não_ sei vou ficar,2018-05-03 00:00:00,2018-05-06 01:05:05,Neutral
8150,7cc4603e3f9458ed268d7f86054f77df,deeed712c83b155989e7ccf569ecc9c3,5,Satisfação garantida,farei outros pedidos,2018-06-14 00:00:00,2018-06-19 15:19:36,Neutral
8158,c0d59da25835eb355eefd01f1900dd3d,ddd20a4c7ae0b71b01db1844ef9659cd,5,Excelente,neutro,2018-06-29 00:00:00,2018-07-02 09:37:38,Neutral
